id,n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,kw_min_min,kw_max_min,kw_avg_min,kw_min_max,kw_max_max,kw_avg_max,kw_min_avg,kw_max_avg,kw_avg_avg,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,data_channel_Entertainment,data_channel_Lifestyle,data_channel_Social Media,data_channel_Tech,data_channel_World,data_channel_unknown,weekday_Monday,weekday_Saturday,weekday_Sunday,weekday_Thursday,weekday_Tuesday,weekday_Wednesday,weekday_unknown
20834,10.0,205.00000000000003,0.6732673234,0.999999992806,0.762589922571,5.999999999999999,1.0,1.0,0.0,4.6892639887310485,7.0,0.0,576.0000000000001,257.0,4100.000000000004,843299.9999999995,204185.71428599997,1846.6666666700003,5034.047619049997,3692.299019600002,5599.999999999995,5599.999999999995,5599.999999999995,0.0285725065358,0.0292207848341,0.163591944052,0.6130772866,0.165537477979,0.440295815296,0.120779220779,0.0243902439024,0.00975609756098,0.714285714286,0.285714285714,0.297402597403,0.1,0.5,-0.2,-0.25,-0.15,0.0,0.0,0.5,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False
33149,10.0,396.0000000000001,0.532981528937,0.999999995595,0.700440525549,17.999999999999996,2.0000000000000004,16.0,0.0,4.52525252525,8.0,3.9999999999999996,2599.9999999999995,548.1249999999999,6900.000000000005,810650.9262663649,257087.5000000001,921.2500000000001,8073.568421050003,4440.228493069999,2200.0,2200.0,2200.0,0.0250035265728,0.0250062828475,0.0250001615054,0.899122762128,0.025867266946,0.518743235931,0.197642721861,0.0707070707071,0.0126262626263,0.8484848484850002,0.151515151515,0.383878324057,0.1,1.0,-0.189166666667,-0.5,-0.0333333333333,0.405844155844,0.0681818181818,0.0941558441558,0.0681818181818,False,True,False,False,False,False,False,False,False,True,False,False,False
29336,9.0,863.9999999999997,0.440334128353,0.999999998124,0.58536585256,8.000000000000002,1.0,1.0,0.0,4.88541666667,7.0,54.901699437494734,700.9999999999998,421.4,678.9999999999998,764032.0133212074,90427.89999999995,678.9999999999998,3141.6404958699986,2254.5896746300004,25477.766485707893,26399.999999999996,26399.999999999996,0.119553579492,0.0200087725138,0.571569533326,0.0200004692373,0.268867645431,0.456469298246,0.137491582492,0.0381944444444,0.0185185185185,0.673469387755,0.326530612245,0.3625,0.1,0.85,-0.181076388889,-0.6,-0.1,0.0,0.0,0.5,0.0,False,False,False,True,False,False,False,False,True,False,False,False,False
34106,13.0,409.00000000000017,0.5831070961926824,0.999999995652,0.734782605501,14.999999999999998,3.9999999999999996,1.0,0.0,4.89106145251,7.0,3.9999999999999996,1399.9999999999995,352.3330380726628,0.0,843299.9999999995,220599.12500000017,0.0,3514.630434779999,2756.4970476643275,964.0000000000002,7600.000000000004,3240.9999999999977,0.0250091462429,0.0250086957888,0.500209587055,0.0250050830728,0.424767487841,0.376095238095,0.15354978355,0.0446927374302,0.00558659217877,0.8888888888890001,0.2916666666669999,0.358671536797,0.0333333333333,0.8,-0.3,-0.5,-0.1,0.0,0.0,0.5,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False
25486,11.0,400.00000000000006,0.533163263946,0.999999995215,0.736842101738,3.9999999999999996,1.0,1.0,0.0,4.06,7.0,54.901699437494734,1220.4350213529308,325.7499999999999,0.0,764032.0133212074,75084.67631373765,0.0,3283.583333329998,2715.5172784845918,63.13595418430638,910.6234714888959,108.66968321242817,0.416873783162,0.028581028044800005,0.0286653589709,0.0286319442343,0.497247885588,0.469191919192,0.0569444444444,0.0375,0.0325,0.535714285714,0.46428571428599996,0.436666666667,0.17500000000000002,0.7,-0.34391025641,-0.6,-0.125,0.555555555556,-0.204545454546,0.5,0.3,False,False,False,False,False,True,False,False,False,False,True,False,False
27874,16.0,305.9999999999999,0.60200668695,0.999999994652,0.727272723384,6.999999999999998,1.0,1.0,1.0,4.68926399738743,6.0,0.0,110.79322767551866,40.873777690937395,0.0,843299.9999999995,286383.3333330002,0.0,3404.791908730001,1731.5086672600007,63.13595418430638,493.00000000000017,493.00000000000017,0.0333379677835,0.0333378611434,0.866651504709,0.0333361047647,0.033336561599399905,0.537916666667,-0.0675,0.0228758169935,0.0228758169935,0.5,0.5,0.30119047619,0.166666666667,1.0,-0.465476190476,-1.0,-0.125,0.0666666666667,0.0,0.433333333333,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False
418,8.0,964.0000000000002,0.437367303145,0.999999998249,0.602451837824,42.0,6.999999999999998,11.0,1.0,4.64937759336,4.0,3.9999999999999996,533.9999999999999,173.0,8399.999999999995,843299.9999999995,274650.00000000006,1830.4545454500008,3956.899668428049,2704.131432360001,63.13595418430638,55.20201568465764,108.66968321242817,0.0500058450484,0.0500031662937,0.799785007573,0.0500011913967,0.0502047896878,0.410324194324,0.287993506494,0.0736514522822,0.0051867219917,0.9342105263160001,0.0657894736842,0.382891896836,0.0333333333333,1.0,-0.34,-0.4,-0.2,0.333333333333,0.34090909091,0.5,0.366666666667,False,False,False,False,True,False,False,False,True,False,False,False,False
35711,10.0,170.00000000000009,0.656626502069,0.999999989691,0.87628865076,2.0000000000000004,1.0,1.0000000000000004,0.0,4.27647058824,5.0,0.0,110.79322767551866,40.873777690937395,83300.00000000006,843299.9999999995,363580.0,2973.5749367999993,3627.098610190003,3308.52802532,6100.000000000004,6100.000000000004,6100.000000000004,0.040000250346,0.0400063904731,0.0400096181754,0.0400013427445,0.839982398261,0.483333333333,0.202083333333,0.0391644908616,0.00588235294118,0.75,0.25,0.466666666667,0.17500000000000002,0.5,-0.1875,-0.1875,-0.1875,0.0,0.2,0.3,0.2,False,False,False,True,False,False,False,False,False,False,False,False,False
25965,11.0,2220.0,0.340579709991,0.99999999924,0.502279634877,48.8991575672969,18.764235376052365,18.764235376052365,0.0,4.6972972973,7.0,3.9999999999999996,651.0000000000001,305.33333333299987,0.0,843299.9999999995,146828.57142900006,0.0,3827.284122560002,2597.522487759999,309.00000000000006,53099.999999999956,7362.111111110004,0.0296060654486,0.0288148086931,0.883576051655,0.0294171159896,0.0285859582139,0.553981745341,0.173160560638,0.0531531531532,0.0238738738739,0.714285714286,0.309941520468,0.439671564311,0.0625,1.0,-0.244546386528,-0.8,-0.05,0.0,0.0,0.5,0.0,False,False,True,False,False,False,False,False,False,False,False,False,True
15118,5.0,409.00000000000017,0.536414565075,0.999999997722,0.72437357466,16.0,0.0,1.0,0.0,4.92339832869,10.0,3.9999999999999996,666.9999999999998,296.77777777800003,2300.0000000000005,843299.9999999995,223323.89999999994,0.0,3630.5000000000027,2102.6254952500008,63.13595418430638,55.20201568465764,108.66968321242817,0.0200014153389,0.0200096379228,0.9194797589484,0.0200025864635,0.0205066013264,0.560044206235,0.0322311550883,0.0348189415042,0.0154052635175,0.595238095238,0.404761904762,0.359460606061,0.0333333333333,1.0,-0.362745098039,-1.0,-0.1,0.0,0.0,0.5,0.0,False,False,False,False,True,False,False,False,False,False,True,False,False
3461,12.0,421.99999999999983,0.567567566173,0.999999995868,0.768595038146,5.0,1.0,1.0,0.0,4.689264003089575,2.0,0.0,110.79322767551866,40.873777690937395,47400.00000000002,843299.9999999995,445350.0000000001,3590.5131439299985,3967.112903229997,3778.813023579997,63.13595418430638,55.20201568465764,108.66968321242817,0.100000438074,0.5970065967589999,0.100000205126,0.100000223659,0.102992536382,0.52911731874,0.183908151597,0.07832746765329882,0.028436018957300004,0.739130434783,0.260869565217,0.421410746117,0.0333333333333,0.8,-0.307986111111,-0.5,-0.05,0.0,0.0,0.5,0.0,False,False,True,False,False,False,False,False,False,False,True,False,False
2586,15.0,212.00000000000009,0.665071767153,0.999999992537,0.791044770216,9.000000000000002,5.0,0.0,1.0,4.60377358491,7.0,3.9999999999999996,1099.9999999999998,293.3000000000001,3100.0000000000005,764032.0133212074,289189.99999999994,1866.6666666700005,8683.95394737,3949.687542379998,804.9999999999998,2101.436696434697,804.9999999999998,0.020034361786299915,0.212716351183,0.116386664467,0.630285934605,0.0205766879587,0.456469298246,-0.0367647058824,0.0235849056604,0.036660031949032834,0.384615384615,0.615384615385,0.5,0.17500000000000002,0.7,-0.390625,-0.7,-0.1,0.383333333333,0.0,0.116666666667,0.25,True,False,False,False,False,False,False,False,False,False,False,False,False
4457,11.0,684.0000000000002,0.485380116249,0.999999997368,0.71052631392,3.9999999999999996,3.0,12.999999999999996,0.0,4.6892640101234715,4.0,0.0,110.79322767551866,40.873777690937395,210299.99999999997,843299.9999999995,481875.00000000023,1930.6370370399995,3810.160663510003,3285.9214600399987,820.9999999999998,1499.9999999999998,3130.8055527316087,0.0500042099919,0.550157841982,0.0500025921473,0.0502957164006,0.299539639478,0.512602339181,0.126703216374,0.046783625731,0.016081871345,0.744186046512,0.255813953488,0.380182291667,0.1,1.0,-0.328409090909,-1.0,-0.05,1.0,0.34090909091,0.5,0.5,True,False,False,False,False,False,False,False,False,False,False,False,False
38988,12.0,2188.0,0.3529688971,0.999999999192,0.535541195044,11.0,11.0,11.0,0.0,4.40402193784,8.0,0.0,527.0,266.85714285700004,0.0,843299.9999999995,283112.49999999994,0.0,3518.0989937200006,2327.546129370001,960.0,4324.041504485715,2307.500000000001,0.0250011406655,0.0252555830127,0.0250008535426,0.0250006320825,0.899741790697,0.489308069593,0.234027245064,0.0617001828154,0.0154052635175,0.762711864407,0.237288135593,0.434584736251,0.0625,1.0,-0.227739984883,-0.75,-0.05,0.1,0.0,0.4,0.0,False,False,False,True,False,False,False,True,False,False,False,False,False
32574,12.0,162.0,0.720779216099,0.999999991803,0.737704911986,6.999999999999998,9.000000000000002,8.000000000000002,0.0,5.16666666667,8.0,3.9999999999999996,545.0000000000001,207.39999999999998,4499.999999999999,843299.9999999995,246519.9999999999,1638.0000000000002,7506.208333330006,4006.572645930002,999.9999999999999,35400.00000000003,3310.136941878598,0.0200000616339,0.020008135105149982,0.0200000390888,0.919983629067,0.020008135105149982,0.6468696919624999,0.107670454545,0.037037037037,0.0185185185185,0.666666666667,0.333333333333,0.439393939394,0.136363636364,0.8,-0.516666666667,-0.75,-0.2375,0.1,0.0,0.4,0.3,False,True,False,False,False,False,False,False,False,False,False,False,True
27628,13.0,519.0,0.588118810717,0.999999995,0.731563419671,21.000000000000004,2.0000000000000004,1.0,2.0000000000000004,4.689263994719239,10.0,0.0,533.0000000000001,185.6,0.0,843299.9999999995,169480.0,0.0,3579.609480670002,1385.1420160692232,870.0000000000001,2900.0000000000005,1885.0000000000005,0.31704469700615,0.0200048420038,0.32590279105,0.0200029729339,0.31704469700615,0.471234567901,0.0911111111111,0.0250481695568,0.0154142581888,0.619047619048,0.2916666666669999,0.358461538462,0.1,0.6,-0.238541666667,-0.6,-0.05,0.52,0.33,0.02,0.33,False,False,False,False,True,False,False,False,False,False,False,True,False
3021,7.0,345.00000000000017,0.563421827247,0.999999995575,0.690265483671,12.0,1.0,1.0,3.9999999999999996,4.76811594203,10.0,54.901699437494734,1800.0,689.3000000000002,971.9999999999999,764032.0133212074,75084.67631373765,1930.6370370399995,3226.9443339999984,1924.9695271200007,1200.0,1200.0,1200.0,0.020000326616,0.222560236857,0.319908175212,0.417530276367,0.0200009849484,0.393869731801,0.240517241379,0.0391644908616,0.0173913043478,0.739130434783,0.260869565217,0.501604278075,0.1,1.0,-0.3,-0.4,-0.2,0.9,-0.204545454546,0.4,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False
28267,10.0,932.0000000000001,0.469026548154,0.999999998106,0.666666665404,16.0,2.0000000000000004,16.0,0.0,4.42596566524,8.0,0.0,215.00000000000006,69.5,0.0,843299.9999999995,162987.49999999994,0.0,3741.393582189997,1558.5112958300006,740.9999999999999,19300.0,10020.499999999995,0.153002674484,0.286505747703,0.0250104325787,0.025388214804,0.5100929304302999,0.545398428732,0.119524897501,0.0396995708155,0.0214592274678,0.649122807018,0.350877192982,0.392605592606,0.0333333333333,1.0,-0.354930555556,-0.666666666667,-0.1,0.6,0.34090909091,0.1,0.5,True,False,False,False,False,False,False,False,False,False,False,True,False
5377,11.0,459.0000000000001,0.5851720853002751,0.999999999746,0.737226274682,10.000000000000002,0.0,1.0,0.0,4.81045751634,7.0,54.901699437494734,1200.0,568.1999999999999,0.0,764032.0133212074,75084.67631373765,0.0,1953.1444444399995,1385.1420160692232,63.13595418430638,55.20201568465764,108.66968321242817,0.171559513322,0.0285734746497,0.742722229199,0.0285718689897,0.0285729138397,0.378437323546,0.109175607002,0.0435729847495,0.0196078431373,0.689655172414,0.310344827586,0.366520562771,0.1,1.0,-0.234259259259,-0.6,-0.05,0.0,0.0,0.5,0.0,False,False,False,False,True,False,False,False,False,False,False,True,False
36051,8.0,64.11793506950995,0.0,0.0,0.0,0.6833951532490844,3.0,10.000000000000002,0.0,0.0,9.0,3.9999999999999996,471.99999999999983,178.12499999999997,0.0,843299.9999999995,228700.00000000006,0.0,5296.024116419997,3072.454709256743,63.13595418430638,910.6234714888959,108.66968321242817,0.0222230177515,0.389008115638,0.0222505442913,0.544266882544,0.0222514397751,0.25717270469650005,0.0,0.0020220082537569075,0.0,0.38406488928066823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.25,False,True,False,False,False,False,False,True,False,False,False,False,False
6622,15.0,460.00000000000006,0.524122805868,0.99999999635,0.686131384357,3.0,1.0,2.0000000000000004,0.0,4.42173913043,8.0,0.0,546.0,150.42857142900004,0.0,843299.9999999995,301412.5,0.0,3488.449269180003,2512.277926569999,10100.000000000004,10100.000000000004,10100.000000000004,0.286767578673,0.025001641977300038,0.14502272537,0.0250005279767,0.518207526003,0.548212965896,0.1190758415435,0.0608695652174,0.0130434782609,0.8235294117650002,0.176470588235,0.435018552876,0.1,1.0,-0.297222222222,-0.5,-0.05,0.454545454545,0.136363636364,0.0454545454545,0.136363636364,False,False,False,True,False,False,False,False,False,True,False,False,False
31011,10.0,1764.9999999999995,0.32252214763431,0.999999998992,0.426411289893,12.0,5.999999999999999,2.0000000000000004,0.0,4.5954674221,8.0,0.0,1399.9999999999995,290.375,10000.00000000001,843299.9999999995,246519.9999999999,0.0,4693.3333333300025,3503.7648415200024,21702.51899450494,48543.152469320994,32199.99999999997,0.284214638752,0.0250050809211,0.0251090392501,0.025103208552,0.640568032525,0.490259842095,0.0379817175689,0.028895184136,0.0192634560907,0.6,0.4,0.339922332569,0.05,0.8,-0.320051353875,-1.0,-0.0714285714286,0.0,0.0,0.5,0.0,False,False,True,False,False,False,False,False,False,False,False,False,True
37772,10.0,871.9999999999998,0.591584157684,0.999999998374,0.702439023248,48.8991575672969,3.0,1.0,0.0,5.06995412844,7.0,0.0,895.9999999999999,253.57142857099998,14700.000000000011,843299.9999999995,372457.142857,2714.6747437099993,6786.0267175599965,3336.7296656994968,9300.000000000005,14700.000000000011,11999.999999999998,0.029896818795000057,0.0287113488975,0.0287236623572,0.884095749834,0.0285724201163,0.508333333333,0.147024793388,0.0286697247706,0.019495412844,0.595238095238,0.404761904762,0.3625,0.136363636364,1.0,-0.253703703704,-1.0,-0.05,0.0,0.0,0.5,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False
19352,11.0,253.0,0.535714283323,0.999999992188,0.718749994385,3.9999999999999996,1.0,1.0,0.0,4.65612648221,6.0,54.901699437494734,849.0000000000003,443.99999999999994,3499.9999999999977,764032.0133212074,142599.9999999999,1505.5000000000007,5749.95238095,3152.9658924218024,63.13595418430638,55.20201568465764,108.66968321242817,0.512441661568,0.223923400963,0.0333480269851,0.033333690366,0.196953220118,0.426167929293,0.174589646465,0.0592885375494,0.0158102766798,0.7894736842110001,0.210526315789,0.32101010101,0.0333333333333,0.9,-0.15625,-0.166666666667,-0.125,0.383333333333,0.1,0.5,0.1,False,False,False,False,False,False,False,False,False,False,False,True,False
2224,5.0,507.9999999999999,0.431726906764,0.999999999746,0.535256408541,12.0,3.0,8.000000000000002,0.0,4.74803149606,9.0,3.9999999999999996,1599.9999999999995,628.0000000000002,0.0,764032.0133212074,101400.00000000006,0.0,3621.450229709998,2167.69753148,11899.999999999998,11899.999999999998,11899.999999999998,0.0223535965883,0.0222512921584,0.0241200746606,0.0222538411487,0.909021195444,0.492696078431,0.1190758415435,0.0393700787402,0.00984251968504,0.8,0.20000000000000004,0.4275,0.0333333333333,1.0,-0.158333333333,-0.291666666667,-0.05,0.0,0.0,0.5,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False
15215,10.0,71.99999999999999,0.833333321759,0.99999997561,0.90243900238,5.0,1.0,0.0,0.0,4.68055555556,5.0,54.901699437494734,618.0000000000001,379.4,4200.000000000004,764032.0133212074,495159.99999999977,1519.0000000000005,6988.92045455,3372.716001202883,63.13595418430638,55.20201568465764,2308.2856058619022,0.0400004262973,0.227342171312,0.0400003072167,0.652656739175,0.0400003559982,0.533333333333,0.1190758415435,0.0391644908616,0.0154052635175,1.0,0.2916666666669999,0.5,0.17500000000000002,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False
25652,7.0,294.0000000000001,0.60137456838,0.999999994286,0.7474041808786993,8.000000000000002,3.0,0.0,0.0,4.9693877551,5.0,3.9999999999999996,294.0000000000001,159.49999999999997,0.0,843299.9999999995,456340.0000000002,0.0,4326.766798420002,2824.658658710001,1399.9999999999995,9799.999999999998,5599.999999999995,0.649054371906,0.0406777857942,0.0400552576018,0.230209366857,0.0400032178409,0.399134199134,-0.0244588744589,0.030612244898,0.0204081632653,0.6,0.4,0.29537037037,0.0333333333333,1.0,-0.470238095238,-1.0,-0.0714285714286,0.5,0.3,0.0,0.3,False,False,False,False,False,False,True,False,False,False,False,False,False
10575,8.0,151.99999999999997,0.655405400977,0.999999988636,0.795454536415,3.9999999999999996,3.0,1.0,1.0,4.65789473684,8.0,3.9999999999999996,479.99999999999994,174.83333333300004,0.0,843299.9999999995,164249.99999999994,0.0,3263.8897591299974,1866.6965152100004,11799.999999999998,11799.999999999998,11799.999999999998,0.0250033860261,0.40005534391,0.0250023400816,0.0250019830287,0.524936946954,0.456469298246,0.0344561688312,0.0263157894737,0.0131578947368,0.666666666667,0.333333333333,0.3625,0.1,1.0,-0.2125,-0.4,-0.025,0.0,0.0,0.5,0.0,False,False,False,True,False,False,False,False,False,False,False,True,False
24014,12.0,380.0000000000001,0.591511934771,0.9586762646081639,0.72427983241,14.999999999999998,0.0,1.0,1.0,4.48947368421,7.0,0.0,177.28423781493396,142.33333333299996,0.0,823880.2667241599,261742.857143,0.0,5328.3372093000025,2723.6646737099995,63.13595418430638,55.20201568465764,108.66968321242817,0.170570674256,0.601602547907,0.0285734680203,0.0286597689844,0.170593540832,0.500908238103,0.238285291944,0.0657894736842,0.0236842105263,0.735294117647,0.264705882353,0.501787878788,0.1,1.0,-0.311111111111,-0.7,-0.125,0.65,0.05,0.15,0.05,False,False,False,False,False,True,False,False,False,True,False,False,False
3859,14.0,121.00000000000003,0.774999993542,0.999999986667,0.9307360900961614,3.0,3.0,0.0,1.0,4.66115702479,8.0,0.0,510.0,81.08428571430002,0.0,843299.9999999995,246519.9999999999,0.0,7657.460122699996,4746.710750320003,5799.999999999996,5799.999999999996,5799.999999999996,0.0250010626551,0.0250575964877,0.0250006301469,0.899940228497,0.0250004822131,0.552083333333,-0.042803030303,0.0413223140496,0.036660031949032834,0.5,0.5,0.337272727273,0.1,0.6,-0.39,-0.6,-0.125,0.0,0.0,0.5,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False
10210,10.0,100.00000000000003,0.543909346901,0.999999981818,0.693693690569,3.0,1.0,1.0,1.0,4.42,7.0,0.0,819.9999999999997,265.4285714290001,1700.0,843299.9999999995,305328.57142900024,1324.5999999999997,5938.752827439999,3691.7737122199983,2500.0000000000005,4608.801188711883,2500.0000000000005,0.0285719803888,0.404199322582,0.17142907276810004,0.224370551493,0.17142907276810004,0.563888888889,0.0572222222222,0.07832746765329882,0.036660031949032834,0.666666666667,0.333333333333,0.384027777778,0.1,0.8,-0.516666666667,-1.0,-0.1,0.5,0.25,0.5,0.25,False,True,False,False,False,False,False,False,False,False,False,False,True
148,8.0,1141.0000000000005,0.465594280192,0.999999998433,0.695924763799,10.000000000000002,3.9999999999999996,1.0000000000000004,0.0,4.53812445223,10.0,3.9999999999999996,729.9999999999997,274.666666667,0.0,810650.9262663649,100730.00000000009,0.0,4098.687499999997,2707.05698634,3299.999999999998,3800.000000000003,3549.9999999999977,0.0201868998857,0.0201689296168,0.551034856711,0.0200421063971,0.38856720738939987,0.461727593394,0.0217901234568,0.0368098159509,0.028045574057800005,0.567567567568,0.432432432432,0.293802308802,0.1,0.6,-0.253703703704,-0.8,-0.05,0.0,0.0,0.5,0.0,False,False,False,False,True,False,False,False,False,False,False,True,False
18230,11.0,446.00000000000017,0.426636567886,0.999999996154,0.534615382559,2.0000000000000004,2.0000000000000004,1.0,0.0,4.61659192825,6.0,3.9999999999999996,498.00000000000006,219.5,0.0,843299.9999999995,160966.66666700013,0.0,3784.9786710400026,2147.88590407,13099.999999999998,13099.999999999998,13099.999999999998,0.280999285773,0.033356847459700134,0.616803534107,0.0340015283407,0.0348388043196,0.265502617538,0.1190758415435,0.0358744394619,0.0112107623318,0.761904761905,0.2916666666669999,0.242163825758,0.0333333333333,0.5,-0.253703703704,-0.3,-0.125,0.0666666666667,0.0,0.433333333333,0.0,False,False,True,False,False,False,False,False,False,False,False,True,False
6807,7.0,318.99999999999994,0.576802506029,0.999999994475,0.721458423798386,3.9999999999999996,1.0,0.0,1.0,4.52978056426,6.0,3.9999999999999996,301.9999999999999,174.33333333300007,0.0,764032.0133212074,134150.00000000006,0.0,3408.4941397099974,1649.2113798400003,63.13595418430638,55.20201568465764,108.66968321242817,0.03335247162310018,0.0333560335235,0.0333460421564,0.52985004044,0.370095412257,0.400595238095,0.0881493506494,0.0282131661442,0.0156739811912,0.642857142857,0.357142857143,0.37380952381,0.1,1.0,-0.255,-0.5,-0.05,0.0,0.0,0.5,0.0,False,False,False,True,False,False,True,False,False,False,False,False,False
19862,9.0,409.00000000000017,0.472258063907,0.999999997976,0.627530363102,21.000000000000004,3.0,14.999999999999998,0.0,4.72180451128,7.0,3.9999999999999996,3019.052569521719,641.9999999999998,1099.9999999999998,810650.9262663649,203460.00000000003,806.6000000000003,4407.8973607,2252.718250139999,5599.999999999995,17300.000000000004,11450.000000000005,0.0204498843473,0.484807483254,0.116703753678,0.18472857396,0.1933103047607,0.485585768398,0.146907974838,0.0538847117794,0.016290726817,0.767857142857,0.232142857143,0.30896380751,0.0333333333333,0.6,-0.257692307692,-0.7,-0.1,0.0,0.0,0.5,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True
26635,9.0,1442.0000000000002,0.507183907682,0.999999998917,0.685807149853,48.8991575672969,10.000000000000002,18.764235376052365,1.0,4.73509015257,6.0,0.0,1800.0,318.16666666700013,1800.0,843299.9999999995,368849.99999999994,1800.0,4329.13594233,3288.0050423099983,2000.0,47299.99999999998,15175.00000000001,0.0334832304282,0.698233778989,0.0333647406551,0.0338175255611,0.2011007243666001,0.430598669623,0.0961495948158,0.0360610263523,0.0131761442441,0.7323943661969999,0.267605633803,0.300063270063,0.0333333333333,1.0,-0.338408521303,-1.0,-0.05,0.5,0.0,0.5,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True
31380,10.0,102.99999999999999,0.766990283816,0.999999983607,0.868852444773,5.999999999999999,3.0,0.0,0.0,4.68932038835,10.0,54.901699437494734,4342.2058461474035,1265.9437252981456,2399.999999999999,764032.0133212074,91900.00000000003,925.393939394,11899.999999999998,3621.709143689997,63.13595418430638,4325.203628522918,2308.2856058619022,0.129467189471,0.0201839100137,0.145829086825,0.140294653,0.564225160692,0.372916666667,0.24375,0.04854368932039999,0.00970873786408,0.8333333333330001,0.166666666667,0.443333333333,0.166666666667,1.0,-0.1,-0.5,-0.1,0.375,-0.125,0.125,0.0,False,False,False,True,False,False,False,False,False,True,False,False,False
14271,11.0,1684.0,0.399014778079,0.999999999072,0.527829313054,48.8991575672969,3.0,2.0000000000000004,4.656854249492379,4.95961995249,6.0,0.0,199.08566264501366,146.16666666700002,5100.000000000004,843299.9999999995,273549.9999999999,1618.96969697,2209.284778189803,2261.3941502699995,1700.0,2500.0000000000005,2000.0,0.03334997502030013,0.0333334385704,0.866595181137,0.0333679285828,0.0333534766895,0.425973004982,0.0331720677122,0.028503562945400004,0.0154052635175,0.585365853659,0.41463414634100004,0.257725468975,0.0625,1.0,-0.240441176471,-0.6,-0.05,0.0,0.0,0.5,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False
26663,12.0,431.00000000000017,0.57211538324,0.999999996255,0.7165092686337995,22.0,3.9999999999999996,2.0000000000000004,0.0,5.14849187935,7.0,0.05933709747208126,1099.9999999999998,210.16666666699996,0.0,843299.9999999995,246519.9999999999,0.0,3810.191614069999,2429.603328179999,662.9999999999998,2800.000000000001,2972.5130416409734,0.738127386041,0.0285737415651,0.176114425874,0.0286079745424,0.0285764719777,0.362820512821,0.0233974358974,0.0162412993039,0.0116009280742,0.583333333333,0.41666666666700003,0.340476190476,0.0333333333333,0.5,-0.253703703704,-0.5,-0.125,0.0,0.0,0.5,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True
29976,9.0,174.00000000000009,0.561403505489,0.99999999,0.7199999928,6.999999999999998,2.0000000000000004,1.0,0.0,4.48850574713,6.0,3.9999999999999996,110.79322767551866,45.99999999999999,27700.00000000002,843299.9999999995,246519.9999999999,1775.4807692300005,4560.57790927,2855.3540873100005,585.4529880538739,1399.9999999999995,1399.9999999999995,0.0337555764091,0.686428629214,0.0333351482004,0.212530798413,0.0339498477635,0.543449804164,0.171840857555,0.0344827586207,0.00574712643678,0.857142857143,0.142857142857,0.253073593074,0.136363636364,0.5,-0.155555555556,-0.155555555556,-0.155555555556,0.0,0.0,0.5,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False
11695,11.0,1183.9999999999995,0.368556700714,0.999999998665,0.49399198866,14.0,9.000000000000002,12.0,3.0,4.63766891892,10.0,0.0,220.99999999999997,93.37499999999999,0.0,843299.9999999995,180219.99999999988,0.0,4139.747906199997,2243.5696182699994,622.0,6900.000000000005,2324.4,0.283031446885,0.220425780002,0.0200011237486,0.020191086168,0.456350563196,0.375809464508,0.102578870901,0.0346283783784,0.0154052635175,0.6833333333330001,0.31666666666700005,0.350424981523,0.1,1.0,-0.157268170426,-0.5,-0.025,0.5,0.34090909091,0.0,0.5,False,False,False,True,False,False,False,False,False,False,False,True,False
36755,8.0,1499.0,0.475201072068,0.999999998889,0.684444443684,26.999999999999996,0.0,1.0,0.0,4.77985323549,10.0,3.9999999999999996,1099.9999999999998,328.6666666669999,0.0,843299.9999999995,109020.0,0.0,3516.5849056600014,1482.40133546,63.13595418430638,55.20201568465764,108.66968321242817,0.719202333711,0.0211541964245,0.020049573657,0.219592805272,0.020001090935500065,0.456469298246,0.106170448326,0.0373582388259,0.0226817878586,0.622222222222,0.377777777778,0.378796382189,0.0333333333333,1.0,-0.244934640523,-0.8,-0.05,0.7,0.0,0.2,0.4,True,False,False,False,False,False,False,False,False,True,False,False,False
